Default Dataset,
X,Y
-0.0425531914893611,-0.0008163265306122547
2,0.08408163265306123
3.1914893617021285,0.1412244897959184
4.851063829787236,0.2
6.127659574468083,0.2636734693877551
7.74468085106383,0.3355102040816326
9.191489361702128,0.4024489795918367
10.46808510638298,0.4661224489795918
12.042553191489358,0.5346938775510204
