# [0_3/90]_s                                                                      
# Operating point sequence...
# i     t     RY pos[ 1]    Theta[ 1]    
947  10.93     -0.726222E-01  -2.21482    
948  10.93     -0.714858E-01  -2.42600    
949  10.93     -0.708542E-01  -2.63431    
950  10.93     -0.707184E-01  -2.83806    
951  10.93     -0.710604E-01  -3.03552    
952  10.93     -0.718566E-01  -3.22507    
953  10.93     -0.730809E-01  -3.40534    
954  10.93     -0.747079E-01  -3.57518    
955  10.93     -0.767144E-01  -3.73342    
956  10.94     -0.790809E-01  -3.87875    
957  10.94     -0.817910E-01  -4.00954    
958  10.94     -0.848324E-01  -4.12383    
959  10.94     -0.881961E-01  -4.21953    
960  10.94     -0.918762E-01  -4.29462    
961  10.94     -0.958683E-01  -4.34733    
962  10.94     -0.100168      -4.37641    
963  10.94     -0.104766      -4.38113    
964  10.94     -0.109647      -4.36138    
965  10.94     -0.114789      -4.31769    
966  10.95     -0.120160      -4.25118    
967  10.95     -0.125724      -4.16361    
968  10.95     -0.131442      -4.05730    
969  10.95     -0.137275      -3.93516    
970  10.95     -0.143187      -3.80059    
971  10.95     -0.149146      -3.65738    
972  10.95     -0.155124      -3.50943    
973  10.95     -0.161100      -3.36047    
974  10.95     -0.167054      -3.21373    
975  10.95     -0.172971      -3.07157    
976  10.96     -0.178838      -2.93528    
977  10.96     -0.184642      -2.80501    
978  10.96     -0.190370      -2.67992    
979  10.96     -0.196007      -2.55856    
980  10.96     -0.201538      -2.43937    
981  10.96     -0.206944      -2.32120    
982  10.96     -0.212209      -2.20372    
983  10.96     -0.217315      -2.08754    
984  10.96     -0.222248      -1.97395    
985  10.96     -0.226996      -1.86452    
986  10.97     -0.231553      -1.76045    
987  10.97     -0.235916      -1.66205    
988  10.97     -0.240086      -1.56839    
989  10.97     -0.244063      -1.47731    
990  10.97     -0.247853      -1.38562    
991  10.97     -0.251456      -1.28961    
992  10.97     -0.254873      -1.18565    
993  10.97     -0.258105      -1.07072    
994  10.97     -0.261147     -0.942892    
995  10.97     -0.263996     -0.801580    
996  10.98     -0.266643     -0.647595    
997  10.98     -0.269082     -0.482986    
998  10.98     -0.271306     -0.310715    
999  10.98     -0.273307     -0.134223    
