# [0_3/90]_s                                                                      
# Operating point sequence...
# i     t     RY pos[ 1]    Theta[ 1]    
807  12.78     -0.279824     -0.130452    
808  12.78     -0.274980     -0.117338    
809  12.79     -0.270008     -0.763099E-01
810  12.79     -0.264910     -0.115729E-01
811  12.79     -0.259685      0.719537E-01
812  12.79     -0.254334      0.169108    
813  12.79     -0.248858      0.274861    
814  12.79     -0.243259      0.384590    
815  12.79     -0.237538      0.494175    
816  12.79     -0.231698      0.599990    
817  12.79     -0.225742      0.698786    
818  12.79     -0.219676      0.787533    
819  12.80     -0.213503      0.863275    
820  12.80     -0.207230      0.923058    
821  12.80     -0.200864      0.963935    
822  12.80     -0.194415      0.983076    
823  12.80     -0.187894      0.977958    
824  12.80     -0.181314      0.946591    
825  12.80     -0.174692      0.887731    
826  12.80     -0.168048      0.801037    
827  12.80     -0.161403      0.687114    
828  12.80     -0.154785      0.547463    
829  12.81     -0.148223      0.384298    
830  12.81     -0.141751      0.200294    
831  12.81     -0.135406     -0.169800E-02
832  12.81     -0.129229     -0.218918    
833  12.81     -0.123263     -0.448911    
834  12.81     -0.117557     -0.689663    
835  12.81     -0.112159     -0.939648    
836  12.81     -0.107121      -1.19782    
837  12.81     -0.102494      -1.46355    
838  12.81     -0.983320E-01  -1.73657    
839  12.82     -0.946831E-01  -2.01682    
840  12.82     -0.915940E-01  -2.30423    
841  12.82     -0.891039E-01  -2.59841    
842  12.82     -0.872413E-01  -2.89842    
843  12.82     -0.860206E-01  -3.20302    
844  12.82     -0.854419E-01  -3.51104    
845  12.82     -0.854930E-01  -3.82174    
846  12.82     -0.861520E-01  -4.13477    
847  12.82     -0.873901E-01  -4.44975    
848  12.82     -0.891731E-01  -4.76567    
849  12.83     -0.914638E-01  -5.08045    
850  12.83     -0.942239E-01  -5.39064    
851  12.83     -0.974167E-01  -5.69135    
852  12.83     -0.101010      -5.97635    
853  12.83     -0.104980      -6.23827    
854  12.83     -0.109307      -6.46891    
855  12.83     -0.113978      -6.65964    
856  12.83     -0.118981      -6.80186    
857  12.83     -0.124300      -6.88765    
858  12.83     -0.129912      -6.91062    
859  12.84     -0.135788      -6.86683    
860  12.84     -0.141890      -6.75571    
861  12.84     -0.148180      -6.58081    
862  12.84     -0.154619      -6.35001    
863  12.84     -0.161167      -6.07525    
864  12.84     -0.167792      -5.77144    
865  12.84     -0.174464      -5.45484    
866  12.84     -0.181159      -5.14124    
867  12.84     -0.187856      -4.84421    
868  12.84     -0.194540      -4.57387    
869  12.85     -0.201199      -4.33640    
870  12.85     -0.207826      -4.13414    
871  12.85     -0.214412      -3.96638    
872  12.85     -0.220949      -3.83051    
873  12.85     -0.227426      -3.72339    
874  12.85     -0.233833      -3.64250    
875  12.85     -0.240153      -3.58674    
876  12.85     -0.246372      -3.55658    
877  12.85     -0.252477      -3.55355    
878  12.85     -0.258458      -3.57932    
879  12.86     -0.264309      -3.63448    
880  12.86     -0.270027      -3.71746    
881  12.86     -0.275611      -3.82390    
882  12.86     -0.281062      -3.94651    
883  12.86     -0.286380      -4.07545    
884  12.86     -0.291564      -4.19922    
885  12.86     -0.296610      -4.30572    
886  12.86     -0.301515      -4.38343    
887  12.86     -0.306271      -4.42245    
888  12.86     -0.310870      -4.41526    
889  12.87     -0.315302      -4.35729    
890  12.87     -0.319558      -4.24704    
891  12.87     -0.323627      -4.08594    
892  12.87     -0.327496      -3.87784    
893  12.87     -0.331157      -3.62831    
894  12.87     -0.334600      -3.34369    
895  12.87     -0.337818      -3.03023    
896  12.87     -0.340807      -2.69333    
897  12.87     -0.343561      -2.33719    
898  12.87     -0.346079      -1.96477    
899  12.88     -0.348356      -1.57822    
900  12.88     -0.350392      -1.17953    
901  12.88     -0.352184     -0.771304    
902  12.88     -0.353730     -0.357455    
903  12.88     -0.355027      0.564213E-01
904  12.88     -0.356073      0.462998    
905  12.88     -0.356868      0.853572    
906  12.88     -0.357409       1.21873    
907  12.88     -0.357698       1.54918    
908  12.88     -0.357735       1.83665    
909  12.89     -0.357521       2.07459    
910  12.89     -0.357060       2.25873    
911  12.89     -0.356356       2.38728    
912  12.89     -0.355413       2.46088    
913  12.89     -0.354237       2.48226    
914  12.89     -0.352833       2.45573    
915  12.89     -0.351209       2.38665    
916  12.89     -0.349371       2.28073    
917  12.89     -0.347324       2.14367    
918  12.89     -0.345075       1.98070    
919  12.90     -0.342629       1.79651    
920  12.90     -0.339992       1.59524    
921  12.90     -0.337171       1.38070    
922  12.90     -0.334171       1.15664    
923  12.90     -0.330998      0.927123    
924  12.90     -0.327659      0.696729    
925  12.90     -0.324160      0.470701    
926  12.90     -0.320508      0.254878    
927  12.90     -0.316710      0.554364E-01
928  12.90     -0.312769     -0.121526    
929  12.91     -0.308693     -0.270488    
930  12.91     -0.304486     -0.387025    
931  12.91     -0.300150     -0.468206    
932  12.91     -0.295687     -0.512847    
933  12.91     -0.291100     -0.521550    
934  12.91     -0.286389     -0.496540    
935  12.91     -0.281553     -0.441343    
936  12.91     -0.276592     -0.360381    
937  12.91     -0.271506     -0.258536    
938  12.91     -0.266294     -0.140787    
939  12.92     -0.260957     -0.119430E-01
940  12.92     -0.255496      0.123491    
941  12.92     -0.249910      0.261328    
942  12.92     -0.244204      0.397630    
943  12.92     -0.238377      0.528578    
944  12.92     -0.232434      0.650378    
945  12.92     -0.226378      0.759192    
946  12.92     -0.220214      0.851162    
947  12.92     -0.213947      0.922530    
948  12.92     -0.207584      0.969818    
949  12.93     -0.201137      0.990070    
950  12.93     -0.194616      0.981089    
951  12.93     -0.188038      0.941630    
952  12.93     -0.181419      0.871499    
953  12.93     -0.174781      0.771540    
954  12.93     -0.168149      0.643513    
955  12.93     -0.161551      0.489874    
956  12.93     -0.155017      0.313501    
957  12.93     -0.148581      0.117409    
958  12.93     -0.142280     -0.955096E-01
959  12.94     -0.136155     -0.322672    
960  12.94     -0.130247     -0.561931    
961  12.94     -0.124603     -0.811623    
962  12.94     -0.119270      -1.07057    
963  12.94     -0.114297      -1.33804    
964  12.94     -0.109734      -1.61369    
965  12.94     -0.105632      -1.89749    
966  12.94     -0.102040      -2.18959    
967  12.94     -0.990023E-01  -2.49002    
968  12.94     -0.965586E-01  -2.79837    
969  12.95     -0.947370E-01  -3.11372    
970  12.95     -0.935530E-01  -3.43490    
971  12.95     -0.930092E-01  -3.76104    
972  12.95     -0.930975E-01  -4.09182    
973  12.95     -0.938009E-01  -4.42734    
974  12.95     -0.950951E-01  -4.76746    
975  12.95     -0.969497E-01  -5.11125    
976  12.95     -0.993295E-01  -5.45644    
977  12.95     -0.102197      -5.79923    
978  12.95     -0.105515      -6.13431    
979  12.96     -0.109250      -6.45493    
980  12.96     -0.113374      -6.75310    
981  12.96     -0.117864      -7.01982    
982  12.96     -0.122700      -7.24539    
983  12.96     -0.127864      -7.41982    
984  12.96     -0.133332      -7.53364    
985  12.96     -0.139076      -7.57876    
986  12.96     -0.145063      -7.54970    
987  12.96     -0.151254      -7.44471    
988  12.96     -0.157614      -7.26673    
989  12.97     -0.164105      -7.02380    
990  12.97     -0.170694      -6.72874    
991  12.97     -0.177351      -6.39792    
992  12.97     -0.184050      -6.04952    
993  12.97     -0.190770      -5.70132    
994  12.97     -0.197491      -5.36880    
995  12.97     -0.204201      -5.06371    
996  12.97     -0.210888      -4.79345    
997  12.97     -0.217543      -4.56125    
998  12.97     -0.224159      -4.36698    
999  12.98     -0.230725      -4.20854    
