Default Dataset,
X,Y
0.000827310396753127,0.0008462623413256765
0.0007252019606882243,0.056699576868829316
-0.0004707044192840826,0.11086036671368116
0.00010818079381573753,0.1616361071932298
0.0009580401368665648,0.22933709449929462
0.00014043777702714877,0.2851904090267982
0.0007600116548012892,0.3376586741889985
0.0017455127725792252,0.39858956276445684
0.0016434043365143225,0.45444287729196037
0.002625811259259976,0.5170662905500704
0.003031924357245437,0.5949224259520449
