# Pazy Wing (simplified : constant stiffness properties)                          
# Operating point sequence...
# i     t     conv	stall	 RY pos[ 1]    Theta[ 1]    
  1 0.9980      1  0 -0.160349     -0.329612    
  2 0.9990      1  0 -0.160160     -0.350766    
  3  1.000      1  0 -0.159938     -0.373019    
  4  1.001      1  0 -0.159677     -0.396760    
  5  1.002      1  0 -0.159380     -0.421725    
  6  1.003      1  0 -0.159056     -0.447263    
  7  1.004      1  0 -0.158713     -0.472382    
  8  1.005      1  0 -0.158362     -0.495817    
  9  1.006      1  0 -0.158012     -0.516167    
 10  1.007      1  0 -0.157673     -0.532035    
 11  1.008      1  0 -0.157355     -0.542162    
 12  1.009      1  0 -0.157067     -0.545545    
 13  1.010      1  0 -0.156817     -0.541539    
 14  1.011      1  0 -0.156614     -0.529910    
 15  1.012      1  0 -0.156463     -0.510878    
 16  1.013      1  0 -0.156370     -0.485104    
 17  1.014      1  0 -0.156338     -0.453668    
 18  1.015      1  0 -0.156370     -0.417997    
 19  1.016      1  0 -0.156466     -0.379791    
 20  1.017      1  0 -0.156625     -0.340910    
 21  1.018      1  0 -0.156843     -0.303255    
 22  1.019      1  0 -0.157114     -0.268641    
 23  1.020      1  0 -0.157432     -0.238666    
 24  1.021      1  0 -0.157788     -0.214591    
 25  1.022      1  0 -0.158171     -0.197247    
 26  1.023      1  0 -0.158568     -0.186972    
 27  1.024      1  0 -0.158968     -0.183602    
 28  1.025      1  0 -0.159357     -0.186515    
 29  1.026      1  0 -0.159722     -0.194725    
 30  1.027      1  0 -0.160051     -0.207025    
 31  1.028      1  0 -0.160333     -0.222158    
 32  1.029      1  0 -0.160558     -0.238986    
 33  1.030      1  0 -0.160720     -0.256629    
 34  1.031      1  0 -0.160814     -0.274562    
 35  1.032      1  0 -0.160837     -0.292634    
 36  1.033      1  0 -0.160791     -0.311025    
 37  1.034      1  0 -0.160679     -0.330133    
 38  1.035      1  0 -0.160504     -0.350427    
 39  1.036      1  0 -0.160274     -0.372282    
 40  1.037      1  0 -0.159997     -0.395829    
 41  1.038      1  0 -0.159682     -0.420857    
 42  1.039      1  0 -0.159338     -0.446758    
 43  1.040      1  0 -0.158976     -0.472552    
 44  1.041      1  0 -0.158605     -0.496957    
 45  1.042      1  0 -0.158237     -0.518513    
 46  1.043      1  0 -0.157881     -0.535724    
 47  1.044      1  0 -0.157547     -0.547208    
 48  1.045      1  0 -0.157244     -0.551833    
 49  1.046      1  0 -0.156981     -0.548826    
 50  1.047      1  0 -0.156764     -0.537854    
 51  1.048      1  0 -0.156602     -0.519061    
 52  1.049      1  0 -0.156498     -0.493075    
 53  1.050      1  0 -0.156456     -0.460977    
 54  1.051      1  0 -0.156480     -0.424241    
 55  1.052      1  0 -0.156568     -0.384645    
 56  1.053      1  0 -0.156720     -0.344158    
 57  1.054      1  0 -0.156932     -0.304812    
 58  1.055      1  0 -0.157199     -0.268558    
 59  1.056      1  0 -0.157513     -0.237123    
 60  1.057      1  0 -0.157866     -0.211876    
 61  1.058      1  0 -0.158247     -0.193722    
 62  1.059      1  0 -0.158644     -0.183026    
 63  1.060      1  0 -0.159043     -0.179609    
 64  1.061      1  0 -0.159431     -0.182780    
 65  1.062      1  0 -0.159795     -0.191453    
 66  1.063      1  0 -0.160123     -0.204302    
 67  1.064      1  0 -0.160401     -0.219945    
 68  1.065      1  0 -0.160622     -0.237140    
 69  1.066      1  0 -0.160778     -0.254939    
 70  1.067      1  0 -0.160864     -0.272796    
 71  1.068      1  0 -0.160878     -0.290593    
 72  1.069      1  0 -0.160821     -0.308584    
 73  1.070      1  0 -0.160696     -0.327275    
 74  1.071      1  0 -0.160508     -0.347255    
 75  1.072      1  0 -0.160264     -0.369007    
 76  1.073      1  0 -0.159973     -0.392747    
 77  1.074      1  0 -0.159642     -0.418301    
 78  1.075      1  0 -0.159284     -0.445058    
 79  1.076      1  0 -0.158907     -0.471984    
 80  1.077      1  0 -0.158522     -0.497710    
 81  1.078      1  0 -0.158140     -0.520662    
 82  1.079      1  0 -0.157770     -0.539221    
 83  1.080      1  0 -0.157424     -0.551887    
 84  1.081      1  0 -0.157109     -0.557428    
 85  1.082      1  0 -0.156834     -0.555000    
 86  1.083      1  0 -0.156607     -0.544228    
 87  1.084      1  0 -0.156435     -0.525251    
 88  1.085      1  0 -0.156323     -0.498721    
 89  1.086      1  0 -0.156274     -0.465772    
 90  1.087      1  0 -0.156292     -0.427955    
 91  1.088      1  0 -0.156376     -0.387135    
 92  1.089      1  0 -0.156525     -0.345380    
 93  1.090      1  0 -0.156735     -0.304815    
 94  1.091      1  0 -0.157003     -0.267473    
 95  1.092      1  0 -0.157319     -0.235147    
 96  1.093      1  0 -0.157675     -0.209246    
 97  1.094      1  0 -0.158060     -0.190688    
 98  1.095      1  0 -0.158462     -0.179823    
