# Pazy Wing (simplified : constant stiffness properties)                          
# Operating point sequence...
# i     t     conv	stall	 RY pos[ 1]    Theta[ 1]    
  1 0.9980      1  0 -0.148022     -0.333665    
  2 0.9990      1  0 -0.148082     -0.285917    
114  1.111      1  0 -0.149635     -0.557009E-01
115  1.112      1  0 -0.150193     -0.603219E-01
116  1.113      1  0 -0.150769     -0.765701E-01
117  1.114      1  0 -0.151343     -0.102105    
118  1.115      1  0 -0.151892     -0.133946    
119  1.116      1  0 -0.152394     -0.168864    
120  1.117      1  0 -0.152831     -0.203830    
121  1.118      1  0 -0.153186     -0.236437    
122  1.119      1  0 -0.153449     -0.265234    
123  1.120      1  0 -0.153613     -0.289879    
124  1.121      1  0 -0.153674     -0.311092    
125  1.122      1  0 -0.153634     -0.330417    
126  1.123      1  0 -0.153498     -0.349813    
127  1.124      1  0 -0.153275     -0.371193    
128  1.125      1  0 -0.152974     -0.395962    
129  1.126      1  0 -0.152605     -0.424670    
130  1.127      1  0 -0.152180     -0.456834    
