# Pazy Wing (simplified : constant stiffness properties)                          
# Operating point sequence...
# i     t     conv	stall	 RY pos[ 1]    Theta[ 1]    
  1 0.9980      1  0 -0.135199     -0.733847    
  2 0.9990      1  0 -0.133885     -0.853106    
  3  1.000      1  0 -0.132539     -0.938485    
  4  1.001      1  0 -0.131172     -0.977817    
  5  1.002      1  0 -0.129811     -0.966295    
  6  1.003      1  0 -0.128497     -0.905095    
  7  1.004      1  0 -0.127276     -0.799486    
  8  1.005      1  0 -0.126198     -0.657142    
  9  1.006      1  0 -0.125313     -0.487128    
 10  1.007      1  0 -0.124665     -0.299413    
 11  1.008      1  0 -0.124294     -0.104663    
 12  1.009      1  0 -0.124230      0.858560E-01
 13  1.010      1  0 -0.124494      0.260399    
 14  1.011      1  0 -0.125095      0.407038    
 15  1.012      1  0 -0.126028      0.514244    
 16  1.013      1  0 -0.127275      0.571836    
 17  1.014      1  0 -0.128799      0.572356    
 18  1.015      1  0 -0.130545      0.512775    
 19  1.016      1  0 -0.132442      0.396298    
 20  1.017      1  0 -0.134401      0.233696    
 21  1.018      1  0 -0.136325      0.434791E-01
 22  1.019      1  0 -0.138113     -0.149778    
 23  1.020      1  0 -0.139676     -0.319227    
 24  1.021      1  0 -0.140942     -0.441104    
 25  1.022      1  0 -0.141865     -0.500297    
 26  1.023      1  0 -0.142431     -0.494358    
 27  1.024      1  0 -0.142650     -0.434558    
 28  1.025      1  0 -0.142554     -0.343529    
 29  1.026      1  0 -0.142190     -0.250127    
 30  1.027      1  0 -0.141604     -0.182903    
 31  1.028      1  0 -0.140843     -0.163860    
 32  1.029      1  0 -0.139940     -0.203938    
 33  1.030      1  0 -0.138921     -0.301238    
 34  1.031      1  0 -0.137801     -0.442232    
 35  1.032      1  0 -0.136591     -0.605464    
 36  1.033      1  0 -0.135298     -0.766546    
 37  1.034      1  0 -0.133935     -0.902992    
 38  1.035      1  0 -0.132519     -0.997657    
 39  1.036      1  0 -0.131079      -1.04027    
 40  1.037      1  0 -0.129651      -1.02725    
 41  1.038      1  0 -0.128279     -0.960392    
 42  1.039      1  0 -0.127014     -0.845368    
 43  1.040      1  0 -0.125907     -0.690332    
 44  1.041      1  0 -0.125011     -0.505024    
 45  1.042      1  0 -0.124371     -0.300279    
 46  1.043      1  0 -0.124028     -0.877919E-01
 47  1.044      1  0 -0.124012      0.120003    
 48  1.045      1  0 -0.124343      0.310097    
 49  1.046      1  0 -0.125029      0.469229    
 50  1.047      1  0 -0.126065      0.584489    
 51  1.048      1  0 -0.127429      0.644339    
 52  1.049      1  0 -0.129083      0.640150    
 53  1.050      1  0 -0.130969      0.568237    
 54  1.051      1  0 -0.133009      0.432122    
 55  1.052      1  0 -0.135106      0.244367    
 56  1.053      1  0 -0.137151      0.269530E-01
 57  1.054      1  0 -0.139036     -0.190794    
 58  1.055      1  0 -0.140662     -0.377059    
 59  1.056      1  0 -0.141953     -0.504312    
 60  1.057      1  0 -0.142864     -0.556074    
 61  1.058      1  0 -0.143383     -0.531406    
 62  1.059      1  0 -0.143528     -0.445612    
 63  1.060      1  0 -0.143343     -0.326872    
 64  1.061      1  0 -0.142881     -0.209827    
 65  1.062      1  0 -0.142197     -0.127791    
 66  1.063      1  0 -0.141343     -0.105534    
 67  1.064      1  0 -0.140354     -0.154250    
 68  1.065      1  0 -0.139258     -0.269852    
 69  1.066      1  0 -0.138066     -0.434872    
 70  1.067      1  0 -0.136786     -0.623263    
 71  1.068      1  0 -0.135423     -0.806549    
 72  1.069      1  0 -0.133987     -0.959453    
 73  1.070      1  0 -0.132497      -1.06361    
 74  1.071      1  0 -0.130981      -1.10885    
 75  1.072      1  0 -0.129477      -1.09252    
 76  1.073      1  0 -0.128035      -1.01772    
 77  1.074      1  0 -0.126708     -0.891366    
 78  1.075      1  0 -0.125553     -0.722727    
 79  1.076      1  0 -0.124623     -0.522463    
 80  1.077      1  0 -0.123970     -0.302204    
 81  1.078      1  0 -0.123634     -0.743888E-01
 82  1.079      1  0 -0.123647      0.147790    
 83  1.080      1  0 -0.124028      0.350503    
 84  1.081      1  0 -0.124786      0.519570    
 85  1.082      1  0 -0.125912      0.641081    
 86  1.083      1  0 -0.127385      0.702485    
 87  1.084      1  0 -0.129162      0.694294    
 88  1.085      1  0 -0.131181      0.612408    
 89  1.086      1  0 -0.133356      0.460746    
 90  1.087      1  0 -0.135583      0.253429    
 91  1.088      1  0 -0.137745      0.152704E-01
 92  1.089      1  0 -0.139723     -0.220636    
 93  1.090      1  0 -0.141413     -0.418608    
 94  1.091      1  0 -0.142736     -0.548257    
 95  1.092      1  0 -0.143647     -0.592198    
 96  1.093      1  0 -0.144140     -0.550947    
 97  1.094      1  0 -0.144239     -0.443320    
 98  1.095      1  0 -0.143995     -0.302211    
 99  1.096      1  0 -0.143467     -0.167030    
100  1.097      1  0 -0.142718     -0.748546E-01
101  1.098      1  0 -0.141798     -0.524012E-01
102  1.099      1  0 -0.140748     -0.110654    
103  1.100      1  0 -0.139590     -0.243335    
104  1.101      1  0 -0.138335     -0.429471    
105  1.102      1  0 -0.136988     -0.639168    
106  1.103      1  0 -0.135553     -0.840704    
107  1.104      1  0 -0.134039      -1.00679    
108  1.105      1  0 -0.132466      -1.11842    
109  1.106      1  0 -0.130864      -1.16587    
110  1.107      1  0 -0.129277      -1.14752    
111  1.108      1  0 -0.127756      -1.06765    
112  1.109      1  0 -0.126360     -0.934172    
113  1.110      1  0 -0.125149     -0.757060    
114  1.111      1  0 -0.124180     -0.547419    
115  1.112      1  0 -0.123504     -0.317144    
116  1.113      1  0 -0.123163     -0.788570E-01
117  1.114      1  0 -0.123189      0.154055    
118  1.115      1  0 -0.123602      0.367470    
119  1.116      1  0 -0.124408      0.546746    
120  1.117      1  0 -0.125600      0.677279    
121  1.118      1  0 -0.127155      0.745583    
122  1.119      1  0 -0.129030      0.741058    
123  1.120      1  0 -0.131159      0.658493    
124  1.121      1  0 -0.133452      0.501033    
125  1.122      1  0 -0.135801      0.282800    
126  1.123      1  0 -0.138079      0.297747E-01
127  1.124      1  0 -0.140163     -0.222515    
128  1.125      1  0 -0.141939     -0.435092    
129  1.126      1  0 -0.143325     -0.574274    
130  1.127      1  0 -0.144274     -0.620386    
131  1.128      1  0 -0.144778     -0.573388    
132  1.129      1  0 -0.144866     -0.453443    
133  1.130      1  0 -0.144593     -0.296304    
134  1.131      1  0 -0.144023     -0.145008    
135  1.132      1  0 -0.143224     -0.401519E-01
136  1.133      1  0 -0.142252     -0.110995E-01
137  1.134      1  0 -0.141146     -0.700812E-01
138  1.135      1  0 -0.139930     -0.210476    
139  1.136      1  0 -0.138617     -0.409591    
140  1.137      1  0 -0.137207     -0.635005    
141  1.138      1  0 -0.135704     -0.852393    
142  1.139      1  0 -0.134117      -1.03243    
143  1.140      1  0 -0.132466      -1.15497    
144  1.141      1  0 -0.130784      -1.20998    
145  1.142      1  0 -0.129116      -1.19610    
146  1.143      1  0 -0.127518      -1.11803    
147  1.144      1  0 -0.126051     -0.984090    
148  1.145      1  0 -0.124779     -0.804458    
149  1.146      1  0 -0.123760     -0.590287    
150  1.147      1  0 -0.123048     -0.353424    
151  1.148      1  0 -0.122686     -0.106435    
152  1.149      1  0 -0.122705      0.137275    
153  1.150      1  0 -0.123126      0.363401    
154  1.151      1  0 -0.123956      0.556848    
155  1.152      1  0 -0.125186      0.702195    
156  1.153      1  0 -0.126796      0.784692    
157  1.154      1  0 -0.128742      0.792025    
158  1.155      1  0 -0.130959      0.716941    
159  1.156      1  0 -0.133357      0.560563    
160  1.157      1  0 -0.135822      0.335625    
161  1.158      1  0 -0.138225      0.680905E-01
162  1.159      1  0 -0.140432     -0.204625    
163  1.160      1  0 -0.142323     -0.439819    
