 ..........................................................................................

 Mowe_temp                                                                       
 Op.Point:  1                                                  altitude :     0.000 Kft    

 Velocity:  20.00     1.0000   Heading:  0.000     deg      earth X:  0.000     1.0000 
 Beta    :  0.000     deg      Elev.  :  0.000     deg      earth Y:  0.000     1.0000 
 Alpha   :  6.000     deg      Bank   :  0.000     deg      earth Z:  0.000     1.0000 

 sum Mx  : 0.2020E-05 1.0000     Wx   :  0.000     deg/1.0   Wdotx :  0.000     deg/1.0
 sum My  :-0.9647     1.0000     Wy   :  0.000     deg/1.0   Wdoty :  0.000     deg/1.0
 sum Mz  : 0.1302E-06 1.0000     Wz   :  0.000     deg/1.0   Wdotz :  0.000     deg/1.0

 sum Fx  :-0.9842     1.0000     Ux   : -19.89     1.0000    Udotx :  0.000     1.0000 
 sum Fy  : 0.2543E-14 1.0000     Uy   :  0.000     1.0000    Udoty :  0.000     1.0000 
 sum Fz  :  19.34     1.0000     Uz   : -2.091     1.0000    Udotz :  0.000     1.0000 

  Flap 1 :  0.000              Flap 2 :  0.000              Flap 3 :  0.000            

 Lift    :  19.33     1.0000   Density:  1.226     1.0000  Ref.Area: 0.1546     1.0000 
 Weight  :  0.000     1.0000   Dyn.Pr.:  245.1     1.0000  Ref.Span:  1.000     1.0000 
 Load Fac:  1.000              VIAS   :  20.00     1.0000  Ref.Chrd: 0.1546     1.0000 
 Mach    : 0.5879E-01          VTAS   :  20.00     1.0000  MachPG  :  0.000            

 avg CL  :  0.5102             avg CD :   0.02751              L/D :   18.55
 Span Eff:  0.9832             avg CDi:   0.01312           avg Cm : -0.1647
 ..........................................................................................
 .............................................................

  Surface  Beam  1:  Foward Wing                                                     
                                        0      -1       1                
      t      y      z-z0   tw-tw0 Mc'/10  Ms'/10   Fn/10     cl   a_flap 
  ------- ------- ------- ------- ------- ------- ------- ------- ------ 
    -0.50   -0.50    0.00    0.00   0.000   0.000   0.000  0.0299   0.00 
    -0.50   -0.50    0.00    0.00   0.000   0.002  -0.000  0.0888   0.00 
    -0.49   -0.49    0.00    0.00   0.000   0.018  -0.004  0.1452   0.00 
    -0.48   -0.48    0.00    0.00   0.001   0.060  -0.012  0.1979   0.00 
    -0.46   -0.46    0.00    0.00   0.004   0.139  -0.028  0.2458   0.00 
    -0.44   -0.44    0.00    0.00   0.012   0.260  -0.052  0.2883   0.00 
    -0.42   -0.42    0.00    0.00   0.029   0.426  -0.085  0.3250   0.00 
    -0.39   -0.39    0.00    0.00   0.057   0.635  -0.127  0.3562   0.00 
    -0.36   -0.36    0.00    0.00   0.101   0.885  -0.178  0.3823   0.00 
    -0.33   -0.33    0.00    0.00   0.164   1.168  -0.234  0.4038   0.00 
    -0.30   -0.30    0.00    0.00   0.248   1.478  -0.296  0.4212   0.00 
    -0.27   -0.27    0.00    0.00   0.353   1.807  -0.362  0.4353   0.00 
    -0.24   -0.24    0.00    0.00   0.481   2.148  -0.431  0.4465   0.00 
    -0.20   -0.20    0.00    0.00   0.630   2.495  -0.500  0.4554   0.00 
    -0.17   -0.17    0.00    0.00   0.797   2.842  -0.570  0.4623   0.00 
    -0.14   -0.14    0.00    0.00   0.982   3.186  -0.639  0.4675   0.00 
    -0.11   -0.11    0.00    0.00   1.182   3.524  -0.706  0.4714   0.00 
    -0.08   -0.08    0.00    0.00   1.396   3.856  -0.773  0.4742   0.00 
    -0.06   -0.06    0.00   -0.00   1.624   4.183  -0.838  0.4759   0.00 
    -0.03   -0.03    0.00   -0.00   1.866   4.504  -0.903  0.4768   0.00 
    -0.00    0.00    0.00    0.00   2.123   4.824  -0.967  0.4768   0.00 
    -0.00   -0.00    0.00    0.00   2.123  -4.824   0.967  0.4768   0.00 
     0.03    0.03   -0.00    0.00   1.866  -4.504   0.903  0.4759   0.00 
     0.06    0.06   -0.00    0.00   1.624  -4.183   0.838  0.4742   0.00 
     0.08    0.08   -0.00    0.00   1.396  -3.856   0.773  0.4714   0.00 
     0.11    0.11   -0.00    0.00   1.182  -3.524   0.706  0.4675   0.00 
     0.14    0.14   -0.00    0.00   0.982  -3.186   0.639  0.4623   0.00 
     0.17    0.17   -0.00    0.00   0.797  -2.842   0.570  0.4554   0.00 
     0.20    0.20   -0.00    0.00   0.630  -2.495   0.500  0.4465   0.00 
     0.24    0.24   -0.00    0.00   0.481  -2.148   0.431  0.4353   0.00 
     0.27    0.27   -0.00    0.00   0.353  -1.807   0.362  0.4212   0.00 
     0.30    0.30   -0.00    0.00   0.248  -1.478   0.296  0.4038   0.00 
     0.33    0.33   -0.00    0.00   0.164  -1.168   0.234  0.3823   0.00 
     0.36    0.36   -0.00    0.00   0.101  -0.885   0.178  0.3562   0.00 
     0.39    0.39   -0.00    0.00   0.057  -0.635   0.127  0.3250   0.00 
     0.42    0.42   -0.00    0.00   0.029  -0.426   0.085  0.2883   0.00 
     0.44    0.44   -0.00    0.00   0.012  -0.260   0.052  0.2458   0.00 
     0.46    0.46   -0.00    0.00   0.004  -0.139   0.028  0.1979   0.00 
     0.48    0.48   -0.00    0.00   0.001  -0.060   0.012  0.1452   0.00 
     0.49    0.49   -0.00    0.00   0.000  -0.018   0.004  0.0888   0.00 
     0.50    0.50   -0.00    0.00   0.000  -0.002   0.000  0.0299   0.00 
     0.50    0.50   -0.00    0.00   0.000   0.000   0.000  0.0000   0.00 
