Default Dataset,
X,Y
-0.0005121783055903606,0.0016181457456838633
-0.003444539813420744,0.07142636029773897
-0.006361423405422895,0.1379870266923695
-0.010318141524433999,0.20454206475397158
-0.010138738409151665,0.27599093838382427
-0.0130478830432397,0.34092783069974253
-0.015987983508984227,0.41235981933050986
-0.017345115310472947,0.47892892822468314
-0.01926085916503678,0.5536140933459034
-0.023124709789078213,0.6006838424629586
