A_C_005_A,,A_C_01_A,,A_C_03_A,,A_C_05_A,
X,Y,X,Y,X,Y,X,Y
0.033570802589545715,285.6837606837607,0.03250596028986329,289.67236467236467,0.03269913964511541,310.1139601139601,0.03480997747811419,300.1424501424501
0.09562378084980074,318.5897435897436,0.09663208285038498,308.6182336182336,0.09660852439242741,306.1253561253561,0.09756499778550497,290.6695156695157
0.16051790913973935,302.13675213675214,0.1593871031577757,299.14529914529913,0.16042838699950057,292.66381766381767,0.15902901459682056,261.25356125356126
0.23864717911024425,286.1823361823362,0.23643268406223206,285.1851851851852,0.2374032925300842,271.22507122507125,0.23723367163278963,253.2763532763533
0.3157587236969817,279.2022792022792,0.3168424127630302,277.2079772079772,0.3167387555480169,266.2393162393162,0.3155891027996872,261.25356125356126
0.3939822274993169,273.2193732193732,0.3950423581074078,268.73219373219376,0.39716261932358965,259.75783475783476,0.39497639442512655,261.7521367521367
0.4711456006935611,271.7236467236467,0.47223400145120104,270.2279202279202,0.47108434870287147,265.24216524216524,0.47220573130165194,267.2364672364672
0.5516731216841472,276.2108262108262,0.5505328923190005,272.22222222222223,0.5505281806274089,271.7236467236467,0.5516354281514151,272.22222222222223
0.6310038730104884,270.7264957264957,0.6309850262441223,268.73219373219376,0.6299060488696654,271.22507122507125,0.6298966254864823,270.2279202279202
0.7104382815518429,276.2108262108262,0.7082332098870138,276.2108262108262,0.7082661917281544,279.70085470085473,0.7082332098870138,276.2108262108262
0.7855897624365102,295.15669515669515,0.7877382938022411,289.1737891737892,0.7888832348589794,293.66096866096865,0.7866357579698267,289.1737891737892
0.8661502652682368,303.1339031339031,0.8650430177442308,302.63532763532766,0.8661361301934623,301.6381766381767,0.8661031483523217,298.14814814814815
0.9456082322675489,311.1111111111111,0.9445056964351345,311.1111111111111,0.9455752504264082,307.6210826210826,0.9455234218189016,302.13675213675214
