A_C_005_A,,A_C_01_A,,A_C_03_A,,A_C_05_A,
X,Y,X,Y,X,Y,X,Y
0.02921348314606742,0.061505065123010016,0.028089887640449437,0.09044862518089714,0.03033707865168539,0.19536903039073783,0.03146067415730337,0.3219971056439941
0.09213483146067414,0.054269175108538015,0.09213483146067414,0.09768451519536869,0.09325842696629214,0.3002894356005785,0.09325842696629214,0.4667149059334297
0.15617977528089885,0.07959479015918935,0.15505617977528088,0.14833574529667137,0.15842696629213482,0.3943560057887119,0.15617977528089885,0.5861070911722139
0.23483146067415725,0.10130246020260492,0.23370786516853928,0.17727930535455805,0.23483146067415725,0.477568740955137,0.23370786516853928,0.7091172214182342
0.31235955056179776,0.10853835021707647,0.31235955056179776,0.19175108538350205,0.3101123595505618,0.553545586107091,0.31123595505617974,0.8140376266280749
0.3921348314606742,0.10853835021707647,0.39101123595505616,0.18089725036179427,0.39101123595505616,0.5861070911722139,0.38988764044943813,0.9298118668596234
0.46853932584269653,0.10492040520984025,0.46853932584269653,0.2062228654124456,0.4730337078651685,0.6295224312590448,0.47078651685393247,1.0383502170767
0.548314606741573,0.10853835021707647,0.548314606741573,0.2062228654124456,0.549438202247191,0.6765557163531111,0.548314606741573,1.107091172214182
0.6258426966292133,0.10853835021707647,0.6258426966292133,0.21345875542691717,0.6314606741573032,0.719971056439942,0.6269662921348313,1.3096960926193917
0.7067415730337078,0.12301013024602003,0.7056179775280897,0.2062228654124456,0.7078651685393257,0.7959479015918953,0.7067415730337078,1.4616497829232993
0.7842696629213481,0.1374819102749636,0.7842696629213481,0.2424023154848043,0.7842696629213481,0.9370477568740954,0.7842696629213481,1.6461649782923296
0.8629213483146067,0.1447178002894356,0.8617977528089887,0.354558610709117,0.8629213483146067,1.1613603473227203,0.8606741573033707,1.8560057887120112
0.9438202247191011,0.1700434153400865,0.942696629213483,0.32561505065122986,0.9404494382022471,1.1179450072358899,0.941573033707865,2.062228654124457
