CD,
X,Y
-0.03800395775864171,0.008675396114249834
0.035369963806270166,0.00851202351915669
0.0466418607421204,0.008283545523699178
0.20733065151420815,0.01082455109758771
0.38855200716836175,0.017969361209092552
0.40149769491690607,0.018495889291041435
0.5724606863543955,0.028436983115909264
0.5749348269225043,0.02911632616045977
0.7363606216550578,0.040796180844123314
