ALPHA_1_B,,ALPHA_1_W,,ALPHA_5_B,,ALPHA_5_W,,ALPHA_10_B,,ALPHA_10_W,,ALPHA_15_B,,ALPHA_15_W,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
6.987848284647375,0.001268124539471227,6.988148018633461,-0.00007868017134793348,6.986724282199547,0.006318642205043079,6.9655930361803895,0.0012683743177929752,7.008230195701315,0.009685404203769177,6.963944499256908,0.008675800227298303,6.985525346255197,0.011705861048319666,7.007930461715229,0.011032208914588337
9.057511458580507,0.001581596333254276,9.057511458580507,0.001581596333254276,8.988497708283898,0.011683380999363113,8.989546777235205,0.006969564511496051,9.053539983264852,0.019426758751607986,9.054214384733548,0.016396448152264875,9.007680683393488,0.025487879506937594,9.05279064829963,0.022793770528655832
11.01529892220654,0.00458992644028422,11.015373855703064,0.004253225262579485,11.011627180876971,0.021088284147818825,11.013050917310885,0.014690961771427868,11.052990470957024,0.035229234054776404,11.054114473404852,0.030178716389204552,11.052540869977893,0.03724944112100509,11.075620386906621,0.03354547838793076
12.995566434789122,0.006587903235878156,13.019095552696978,0.0008637334365750315,12.989946422549984,0.031840491563737194,12.946260194077755,0.028137278165628,12.985000811779543,0.05406276929225318,13.00770566122566,0.05204231244770269,12.00621948021131,0.052053552472180964,12.007493349652183,0.04632963245119959
14.975609146882142,0.009595983564586463,14.97680808282649,0.004208764721309877,14.98947184373868,0.04730626568920088,15.012626294163926,0.04326560177842165,15.004758277029136,0.07861922543742428,15.005058011015223,0.07727242072660515,13.04899401780919,0.06651996353236506,13.005382722833481,0.06248004895655107
17.000012488916088,0.013276966692060799,17.00083675737783,0.009573253737308163,16.965393213522994,0.06883291079167242,16.98794819597607,0.06748585630253154,15.980842002722582,0.09274968465486882,15.956938217332116,0.1001573603426959,14.046208989521798,0.08570069063705965,14.046883390990494,0.08267038003771654
18.978856265064753,0.021672265864045692,19.02441583095003,0.016957949819535134,19.006881392763923,0.09574602540245533,18.983127474366498,0.10248029873487283,17.046246456270058,0.10553234004820725,16.97760737345606,0.11395061882579213,14.977482484295187,0.1011784541219668,14.99801426234217,0.10892233143085511
20.979355821708232,0.0327609246793471,20.980854491638667,0.026026901125251356,20.9789062207291,0.13478113174557582,20.975159545903008,0.15161619063081516,17.99977519951043,0.12100985375479265,17.975271946147792,0.131111138864258,15.951168338099937,0.1260833510259645,15.993131096152162,0.13753069151128375
23.000836757377826,0.04957325373730814,22.97783217394562,0.05294051529267779,21.953266476002543,0.15665571805023046,21.994105231606948,0.17315357620112154,19.061582845224862,0.1499541656779608,19.036030522910913,0.1647692672752932,17.035980567246565,0.15166040139376305,16.98749859499694,0.16950606336876023
24.020306977557414,0.06875373106368102,24.018733374130456,0.07582445579548153,22.997239949544774,0.16573491026713796,23.039802175569182,0.1744886413308189,20.05947221840616,0.1661045821833123,19.967528818173868,0.17923692722708598,17.988610108528675,0.17117832923280588,18.02907419665047,0.18935969327222094
25.016622747311757,0.09197487230083307,24.991819759963033,0.10342296212111751,23.996253325173907,0.17683480910691765,24.03529367686178,0.2014134955227236,,,,,,,,
25.98798566272433,0.1273175057136791,25.983189918946934,0.1488663810867855,25.037903860323958,0.1963517378326735,25.03273344906395,0.21958411909430384,,,,,,,,
27.00131133618913,0.17410747961184453,27.038253549974396,0.20811379900338456,,,,,,,,,,,,
28.004820721609565,0.165005307789337,28.00242284972087,0.17577974547589018,,,,,,,,,,,,
