Exp,
X,Y
-0.14110908910730532,-3.896976904111976
-0.11593859514779144,-2.9122860755008224
-0.07992946009495408,-1.9488262868502693
-0.04267303898163077,-0.9745107401434829
-0.001249988738840191,-0.00004504463923815649
0.040587021738542894,0.9852463791617483
0.07992675741659988,1.9596370002672638
0.11468320105224278,2.9338624576955743
0.143600958549923,3.9294991336414364
