 ..........................................................................................

 Staight_Wing                                                                    
 Op.Point:  1                                                  altitude :     0.000 Kft    

 Velocity:  50.00     1.0000   Heading:  0.000     deg      earth X:  0.000     1.0000 
 Beta    :  0.000     deg      Elev.  :  0.000     deg      earth Y:  0.000     1.0000 
 Alpha   :  4.000     deg      Bank   :  0.000     deg      earth Z:  0.000     1.0000 

 sum Mx  :-0.6604E-04 1.0000     Wx   :  0.000     deg/1.0   Wdotx :  0.000     deg/1.0
 sum My  : -7.376     1.0000     Wy   :  0.000     deg/1.0   Wdoty :  0.000     deg/1.0
 sum Mz  :-0.5612E-05 1.0000     Wz   :  0.000     deg/1.0   Wdotz :  0.000     deg/1.0

 sum Fx  : -13.00     1.0000     Ux   : -49.88     1.0000    Udotx :  0.000     1.0000 
 sum Fy  :-0.1042E-12 1.0000     Uy   :  0.000     1.0000    Udoty :  0.000     1.0000 
 sum Fz  :  123.4     1.0000     Uz   : -3.488     1.0000    Udotz :  0.000     1.0000 

  Flap 1 :  0.000                                                                      

 Lift    :  122.9     1.0000   Density:  1.226     1.0000  Ref.Area: 0.1536     1.0000 
 Weight  :  0.000     1.0000   Dyn.Pr.:  1532.     1.0000  Ref.Span: 0.6400     1.0000 
 Load Fac:  1.000              VIAS   :  50.00     1.0000  Ref.Chrd: 0.2400     1.0000 
 Mach    : 0.1470              VTAS   :  50.00     1.0000  MachPG  :  0.000            

 avg CL  :  0.5224             avg CD :   0.04650              L/D :   11.24
 Span Eff:  2.8877             avg CDi:   0.01084           avg Cm : -0.1306
 ..........................................................................................
 .............................................................

  Surface  Beam  1:  Foward Wing                                                     
                                        1       0       2                
      t      y      z-z0   tw-tw0 Mc'/10  Ms'/10   Fn/10     cl   a_flap 
  ------- ------- ------- ------- ------- ------- ------- ------- ------ 
    -0.64  -0.640  -0.000   -0.00   0.000   0.000   0.000   0.006   0.00 
    -0.64  -0.640  -0.000   -0.00   0.000   0.000  -0.000   0.018   0.00 
    -0.64  -0.639  -0.000   -0.00   0.000   0.000  -0.000   0.030   0.00 
    -0.64  -0.638  -0.000   -0.00   0.000   0.001  -0.000   0.041   0.00 
    -0.64  -0.636  -0.000   -0.00   0.000   0.003  -0.000   0.053   0.00 
    -0.63  -0.634  -0.000   -0.00   0.000   0.005  -0.001   0.065   0.00 
    -0.63  -0.631  -0.000   -0.00   0.000   0.009  -0.002   0.076   0.00 
    -0.63  -0.628  -0.000   -0.00   0.000   0.014  -0.002   0.087   0.00 
    -0.62  -0.624  -0.000   -0.00   0.000   0.021  -0.004   0.098   0.00 
    -0.62  -0.620  -0.000   -0.00   0.000   0.030  -0.005   0.109   0.00 
    -0.62  -0.616  -0.000   -0.00   0.001   0.041  -0.007   0.120   0.00 
    -0.61  -0.611  -0.000   -0.00   0.001   0.055  -0.009   0.130   0.00 
    -0.61  -0.605  -0.000   -0.00   0.002   0.070  -0.012   0.141   0.00 
    -0.60  -0.599  -0.000   -0.00   0.002   0.088  -0.015   0.151   0.00 
    -0.59  -0.593  -0.000   -0.00   0.003   0.109  -0.018   0.161   0.00 
    -0.59  -0.586  -0.000   -0.00   0.005   0.133  -0.022   0.170   0.00 
    -0.58  -0.579  -0.000   -0.00   0.007   0.159  -0.027   0.179   0.00 
    -0.57  -0.572  -0.000   -0.00   0.009   0.189  -0.032   0.188   0.00 
    -0.56  -0.564  -0.000   -0.00   0.011   0.221  -0.037   0.197   0.00 
