X_D_0125,,X_D_05,,X_D_1,,X_D_15,
X,Y,X,Y,X,Y,X,Y
0.00243554511159938,14.810280914456065,0.007575987279161034,29.087103846920463,0.006446194183406362,33.741106325449984,0.004458326259925538,35.78517625055049
0.01241620502111096,14.663047811354431,0.01809979471470674,28.791114164410168,0.016961925620573526,33.66101499959426,0.01497158279436378,35.771247324314714
0.020076965196786922,14.258456032099552,0.028620931860466048,28.566510228858235,0.027477136025587212,33.5948525999743,0.02548464394174449,35.76254174541735
0.02916567097690642,14.003817849351726,0.03913282068550139,28.589144733991375,0.03798941562473773,33.60704041043061,0.03599666302481819,35.781694018991544
0.03870782488910646,14.401566076306736,0.0496439279623066,28.632672628478183,0.048501630094868964,33.62096933666639,0.04650907288200701,35.79039959788891
0.04729371112232644,14.814403973350508,0.06015060646580739,28.794596395969116,0.05901286762971253,33.66101499959426,0.05702057093292734,35.82348079769888
0.05492464466247754,15.207177583792742,0.07065292132502293,29.073174920684686,0.06952293284221084,33.73240074655262,0.0675313525646366,35.875714271083055
0.06111972627123935,15.661360071409376,0.08115438950698917,29.374387950533396,0.08003306318372833,33.80204537773152,0.07804219932536505,35.92620662868775
0.06683746799426887,16.101862363615872,0.09069534215061315,29.80425009075423,0.09054312839622652,33.87343112468988,0.08855089682846051,36.03415580701503
0.07255509031409646,16.54555670141807,0.09928090997529498,30.22560010938653,0.10105319360872483,33.94481687164824,0.09905829175117231,36.176927300931766
0.07827247382752045,16.995635130411664,0.10786623899357306,30.653334219210233,0.11156208649887783,34.04754270263712,0.10956549128682658,36.324922142186914
0.08364977996452055,17.41242508390726,0.11693035893077913,31.055957570347765,0.1220673321639566,34.247771017276435,0.12007145337111635,36.50599818325203
0.0871811126011649,17.904912118672286,0.12647191655062578,31.46964667955039,0.13257205679688194,34.46192825815153,0.130577350326387,36.688815340096625
0.0901670625846317,18.377790873349447,0.13601304431894579,31.89482715289753,0.14307398088198248,34.75095347754393,0.14108272624950413,36.885561423176995
0.09301757522201809,18.821485211151646,0.14459814647114044,32.328626149353056,0.15357388596748833,35.093953286099975,0.15158706010831435,37.110165358728935
0.09586856547221173,19.252411366571046,0.15222872748755278,32.73082389441117,0.1640738561820133,35.43521197887655,0.16209165448320134,37.327804831162965
0.09871931691600172,19.689721613181845,0.15985930850396513,33.13302163946928,0.17457343562242322,35.78691736632996,0.17259227598791815,37.65165236614482
0.10156994895658994,20.13022390538834,0.16844476886576526,33.55724449913771,0.18507242890166054,36.154292795798625,0.18309159491225147,38.01032221671612
0.10442093920678364,20.56115006080774,0.17798510857295324,34.00349247341646,0.19557083601972525,36.537338267282536,0.1935905230624695,38.37943876196425
0.10727121303776632,21.01122848980134,0.18704879069841918,34.41781999173823,0.20606781029936783,36.95868828591483,0.2040880835032849,38.7851187385813
0.10973908617455502,21.46449896439063,0.19468012224924303,34.79995345019479,0.21608693296527026,37.38003830454714,0.21458531829900418,39.19950429409572
0.11239685816354067,21.950966713175198,0.2013538742365577,35.23224762515521,0.22562813237551138,37.80330355053686,0.22508242283668511,39.61737208116907
0.11448006194530053,22.46807809967848,0.20755020105013866,35.65314163727383,0.23516861536654143,38.24572107010078,0.23557998327750052,40.023052057786124
0.11723063410275164,23.02860130628327,0.21374700547652703,36.06126746700967,0.24423146166959464,38.68239290759244,0.24559975072069273,40.42716503020165
0.12007481837044082,23.64147406065753,0.22042106450064636,36.485353524724005,0.2528162334729309,39.125023230196064,0.25514159490822375,40.8331932299746
0.12291900263812994,24.254346815031788,0.22709461179675783,36.92311977784847,0.26140124408267085,39.561269461608305,0.2646827226765438,41.25837370332174
0.1257631869058191,24.867219569406046,0.23376805674726764,37.36362207005497,0.26998609548814156,40.00177175381479,0.2742241370125482,41.6758932672392
0.12860737117350818,25.480092323780298,0.24044150169777756,37.80412436226147,0.27857134490428503,40.43163389403563,0.28424347460421395,42.09149760379924
0.13145155544119735,26.092965078154556,0.24663803320256172,38.21954629621604,0.2871567535246977,40.8572399734622,0.29474044888385664,42.51284762243155
0.13429573970888647,26.705837832528815,0.25283401886413737,38.6495604386081,0.2957420029408413,41.287102113683034,0.30523800932467193,42.9185275990486
0.13748080306021182,27.330566756258527,0.25902981689211035,39.08459065265055,0.3043274115612541,41.7127081931096,0.3157362861846982,43.30505530209145
0.14046375090603253,27.883702657341843,0.2652263313392941,39.50046859311879,0.31291313859020486,42.12980215094764,0.3262346933027629,43.68810077357537
0.14331235309218954,28.378469724675227,0.27190110678262447,39.90540237725892,0.32149806959781024,42.568176412757,0.33673440300121116,44.03632392946983
0.14616083587514467,28.87642883760431,0.2757152203164125,40.1379656992313,0.3305612661502555,42.995484916501276,0.3472350896349471,44.358430348672215
0.1490096768677054,29.3648118137463,0.28285747208812373,40.82026544531202,0.34058268135763303,43.35554765969616,0.3577359716557408,44.67531342053617
0.15185815965066052,29.86277092667538,0.29048706802812096,41.24879756653464,0.351081870023928,43.717699741826394,0.36823861216005216,44.945186366354385
0.15470664243361565,30.360730039604466,0.2976394903939883,41.65920342883883,0.36158281717374074,44.03284169791088,0.37874151318044036,45.2080948490547
0.15755524461977266,30.85549710693785,0.30526918441518713,42.08511351260785,0.3720859135811865,44.29052683327279,0.38924532600709727,45.44662771084241
0.16040384680592973,31.35026417427124,0.31433315310833754,42.491780121499936,0.38258927050470903,44.54124750551681,0.39975037628511845,45.65207937282015
0.16287188710720096,31.799065785026553,0.3233978541411259,42.8788688507384,0.39309366949253843,44.764110325289266,0.41025562195019727,45.852307687459465
0.16610322431651708,32.28170307909628,0.3329410284079598,43.24933959714834,0.40359858951252126,44.97304421882594,0.4207613886474295,46.038607075863
0.17134297114196406,32.72603582601762,0.3396241124533087,43.432156753992935,0.4141037049195617,45.1767547650242,0.43126748098975765,46.216200885369176
0.17705999644578263,33.18569039179831,0.3549059203852142,43.68461854201642,0.4246103182940433,45.3404196482946,0.44177363846110507,46.39205357909589
0.18277726055600474,33.638960866387606,0.3654111660502929,43.88484685665574,0.43511693166852483,45.504084531565,0.45228012157754827,46.55920069392523
0.1884947634726306,34.0858472497855,0.3759183004569281,44.03458281369036,0.445624782494371,45.63466821502543,0.4627858882747805,46.74550008232877
0.1942126245988619,34.5231574963963,0.3864258907666973,44.172130960268674,0.45613354512648563,45.740876277573236,0.4732932831974923,46.8882715762455
0.1999309633379006,34.9476995606243,0.39693497904390784,44.26963344391912,0.46664243801663874,45.8436021085621,0.48380178531353024,47.0014441019112
0.20754303685802855,35.84466437301579,0.40744302525681153,44.39499378004113,0.47715211245502187,45.9254345501973,0.4943101571715297,47.11809885913584
0.21326101738746173,36.2787825740309,0.41794944324423555,44.56388201064995,0.4876618520224242,46.00552587605303,0.5048182685134526,47.241718079478375
0.2189780426912803,36.73843713981159,0.4284567730379282,44.70839462034615,0.49817113568669236,46.09780501236506,0.5153263147263561,47.36707841560039
0.22469602322071347,37.17255534082669,0.43896481925083186,44.833754956468155,0.5086791818995959,46.22316534848707,0.5258345563263174,47.487215404383974
0.23041448136295384,37.59390535945899,0.44947306085079297,44.95389194525174,0.5191872281124995,46.34852568460907,0.5363433840874512,47.591682351152315
0.23660978472051908,38.0421597623979,0.4599828004181953,45.03398327110747,0.5296955348414799,46.46692155761319,0.5468520815905467,47.6996315294796
0.24328415078144316,38.45803770286614,0.4704928656306937,45.105369018065836,0.5402040369575178,46.580094083278894,0.5573612349967764,47.79539289735058
