X_D_0125,,X_D_05,,X_D_1,,X_D_2,,X_D_3,
X,Y,X,Y,X,Y,X,Y,X,Y
0.01145046260003113,1.0973553808300736,0.005762067555206862,0.6831859189376388,0.011529532288648725,0.2507825813644011,0.017263503912963385,0.17697879884688206,0.007730213476294379,0.050209948875608035
0.02196162206782931,0.9740596500361001,0.015803025941359072,0.4843498460374924,0.02203079790823015,0.23341698547792333,0.027765256115243997,0.15440352419446057,0.01822855959968067,0.06410242558478885
0.03247294372986054,0.8490273596534763,0.024409923741616935,0.3100426773269973,0.032532144624928094,0.21518310979712751,0.038266359540592265,0.1387744878966366,0.028727392305766097,0.07278522352802952
0.04298410319765866,0.7257316288595028,0.04114855106209914,-0.06092986479783136,0.04303316695315984,0.20042235329362512,0.0487669763832414,0.12835513036474566,0.03922744146859952,0.06844382455641096
0.05349558705392293,0.5989627788882324,0.05166498184247181,-0.24066378222285323,0.05353524354390654,0.17437395946390666,0.059267187740307925,0.12227717180448039,0.04972659856315115,0.0736535033223511
0.06400690871595421,0.4739304885056086,0.06217022122076321,-0.3005750880311915,0.06117344034205907,0.15197234077035304,0.06976691251467526,0.12140889201015881,0.060226242240401906,0.0736535033223511
0.07451806818375234,0.3506347577116351,0.07267400085095704,-0.34485735754170577,0.07550274937267004,0.027634674223190103,0.08026655619192602,0.12140889201015881,0.08138323983323031,0.08837808150109083
0.08502930874866704,0.22647074712333293,0.08317769938403441,-0.3882713472578949,0.08600596132304816,-0.010569636727055354,0.09076546999512797,0.12922341015907435,0.09210653246264056,0.07842904219113223
0.09554054931358169,0.1023067365350343,0.09368139791711166,-0.4316853369740805,0.09651111960422304,-0.06961266274106848,0.10126478928391258,0.13269652933636777,0.10222582255364998,0.06288683387273508
0.10557355207260222,-0.011351088541946552,0.10418387999344103,-0.462075129775414,0.1070125474180375,-0.08871481821619298,0.11176321650441545,0.14572072625122345,0.11272466336944709,0.07148280383654537
0.11751981422424218,-0.1703331188826276,0.11468506451590588,-0.47857244586756664,0.11751219109528827,-0.08871481821619298,0.1222622925018505,0.15179868481148873,0.12322410430390651,0.0736535033223511
0.12803032491510807,-0.28668261132201067,0.1251856002614385,-0.4881235236051289,0.12801183477253902,-0.08871481821619298,0.13276096301370288,0.1622180423433761,0.13372374798115727,0.0736535033223511
0.13854132218867315,-0.408241782527341,0.1356862982012042,-0.4994111609313343,0.13851147844978978,-0.08871481821619298,0.1432592280399726,0.17697879884688206,0.14422298617282536,0.07799490229396966
0.14958472203226336,-0.5524727039177897,0.14618707723808638,-0.5115670780518684,0.14901112212704054,-0.08871481821619298,0.15375619551237785,0.20563203205956526,0.15472011583946377,0.1049115759180097
0.1595641277069687,-0.6600429228812352,0.1566902891884645,-0.5497713890021174,0.15950963044465993,-0.07655890109565888,0.1642512166539864,0.2551239803360197,0.1652147314954896,0.15874492316608269
0.17007504388341727,-0.7807338142922369,0.16719455540135753,-0.5992633372785683,0.17000805766516275,-0.06353470418080676,0.17474615669847837,0.30548420840679924,0.17570918495728238,0.21431483000279883
0.1805862033512154,-0.9040295450862139,0.1776990649056001,-0.6513601249379946,0.18050624159431594,-0.04790566788297568,0.1852409345487373,0.35758099606622196,0.18620388171042473,0.2672798974565538
0.1910971195276639,-1.0247204364972156,0.18820349331272623,-0.7025886328030992,0.1910045066205857,-0.03314491137946973,0.19573571239899618,0.4096777837256482,0.19669849736645056,0.32111324470462677
0.20160495401368433,-1.1124166957239154,0.19870767842850273,-0.7512123012852285,0.20150179848145705,-0.007964797344083507,0.2062288683069245,0.4791401672715523,0.2071894636522325,0.4140191826972668
0.21210151600050692,-1.0794220635396101,0.20920740320287007,-0.7520805810795537,0.21199544097208461,0.05628790743587331,0.21449517849203187,0.544840005042051,0.21767864580145085,0.5260272761650349
0.22259710482193112,-1.036008073823421,0.21970664139453816,-0.7477391821079316,0.2224886779771294,0.12488201118745579,0.22817358584594288,0.5763875042358109,0.22816807124201882,0.6354305302498311
0.23309269364335533,-0.9925940841072354,0.23020628507178892,-0.7477391821079316,0.23298207717640723,0.19173955535038445,0.23866544420000674,0.6597423644908957,0.23865733448835363,0.7465703439232705
0.24358828246477954,-0.9491800943910462,0.24070576655480663,-0.7460026225192884,0.24347531418145213,0.2603336591019598,0.2491590055935176,0.7248633490651741,0.24914659773468845,0.8577101575967134
0.2535996160742631,-0.8308335584247146,0.2512020852502796,-0.7104031509520112,0.2539676591182151,0.33847884059109745,0.2596522425985625,0.7934574528167566,0.25963780731182,0.9480112562063852
0.2621724368661546,-0.6402895575603651,0.2616895643600508,-0.5801611818034473,0.26445773333571515,0.44093585632130683,0.27014507411802463,0.8663929555399505,0.2701291790831846,1.0365757952274102
0.27169040400265515,-0.3494592404516226,0.27217598920730696,-0.4386315753286709,0.2749474831647493,0.5468659912288061,0.28063823002595295,0.9358553390858546,0.2806206319516657,1.12427205445411
0.2807387814396604,-0.14071513034291527,0.2826611975978152,-0.2840777719390424,0.2835317056319599,0.6153360550097666,0.2911312237396481,1.0070542822203983,0.2911120037230303,1.2128365934751386
0.28883435065670277,0.04977580897844902,0.29314705476525577,-0.1364702069040007,0.29821846294751325,0.7517800226892142,0.30162308209371197,1.0904091424754832,0.30160240232899654,1.311820490028044
0.29597401915040517,0.2551239803360197,0.303630560116317,0.03631747216642722,0.3083271374259688,0.8498956394478014,0.31211096668906574,1.2163097126524285,0.3120894759531851,1.4464038581482264
0.30311379915264264,0.4592782669763942,0.31411065938848387,0.24557290259845743,0.3188197256540814,0.9254359815539672,0.3225988512844196,1.3422102828293774,0.3225763873831406,1.582723785857059
0.3107293860747064,0.6789530549403082,0.32459067756353416,0.4556966128248092,0.32931223278507743,1.0018446034544581,0.3330867358797734,1.4681108530063227,0.3330632177159794,1.719911993360217
0.31739391669979405,0.8616174166711694,0.334593796035113,0.6619998919561354,0.33980482101318993,1.0773849455606275,0.34357429608666107,1.597484542360565,0.3438466713575375,1.8257619793636266
0.32453180105693274,1.0860677435038646,0.3445970929203483,0.8663929555399505,0.3502963549787877,1.1642129249930022,0.3540635593329959,1.7086243560340044,0.3540416387823975,1.9433203844397227
0.3326240869671044,1.3117119550537524,0.3550771110953986,1.0765166657663023,0.36078334750585966,1.2996645729075134,0.36455444452166125,1.8023985738209731,0.36453593815966895,2.0005400228856587
0.33881434949015193,1.462380206363786,0.36555810243584724,1.2762210184607703,0.37126993454734897,1.4394576197936395,0.37504524861321015,1.8970410714022634,0.37502977258013886,2.0627377988190467
0.34737912950293953,1.739014148835338,0.37365933944025603,1.4060288477121716,0.38175652158883827,1.5792506666797657,0.385535890510526,1.993420128572204,0.38552389895022837,2.121809767492877
0.35786750068099243,1.859705040246343,0.3855629769474473,1.7034146772680643,0.392243027533211,1.719911993360217,0.3960269378934245,2.0854577867705224,0.3960179361134896,2.1818368439404594
0.36835944013217276,1.9421916207070993,0.3960455902302266,1.8857534340760544,0.4027305877400987,1.8492856827144593,0.4065202559955859,2.1531836107277726,0.40651344383779725,2.2261191134509737
0.3788515417775861,2.0229416415792087,0.4065342857967457,2.0029712063097627,0.413219769889317,1.9612937761822202,0.4165388910487943,2.1933560225451565,0.41700960033903717,2.2634551446068976
0.3893442111028154,2.0976137038910565,0.4170269551219748,2.0776432686216104,0.42370927642700135,2.069828750472695,0.423216854735426,2.232197072011239,0.4275069732970252,2.287766978847962
0.3983380898615306,2.1598817691411334,0.4262068445990815,2.155788450110748,0.4341987018675692,2.1792320045574876,0.4365827138022271,2.2035438387985558,0.438004021866547,2.3155519322663167
0.42005991429282435,2.3076505861379744,0.44698208900459907,2.2551196585813855,0.44468942486200164,2.274742781933103,0.5086278512830311,2.4240869065567914,0.44850131372741836,2.34073204630171
0.42988662626166946,2.3587488520339264,0.45709695930275757,2.2868986990536335,0.4552770751301118,2.3544508670520266,0.5191279815429812,2.4188772277908477,0.4590003897248534,2.3468100048619753
0.4379957499606609,2.4041164712873453,0.4633010509116015,2.289503538436609,0.4656780884942377,2.3884874349895178,0.5296292471625625,2.40151163190437,0.46950003340210417,2.3468100048619753
0.525804544952734,2.4727105750389207,0.5048143404752841,2.375463238074662,0.47617716449167274,2.394565393549783,0.5401310804619597,2.378068077457634,0.4799996770793549,2.3468100048619753
0.5363038642415188,2.4761836942162176,0.5114968239745434,2.3659121603371,0.48667632158622426,2.3997750723157267,0.5506333192469395,2.3502831240392723,0.4904993207566057,2.3468100048619753
0.5468019670735553,2.4926810103083703,0.5512255309404059,2.396953162984172,0.49717466770961055,2.4136675490249075,0.5611354769348027,2.3233664504152323,0.5009996132107886,2.3398637665073885
0.5572996644200094,2.5135197253721415,0.5608924288765595,2.370687699205881,0.5076757711349589,2.39803851272708,0.5716380401082486,2.2921083778195808,0.5115021763842345,2.30860569391173
0.5677972806693468,2.5352267202302308,0.572111079588973,2.337258927124413,0.5181776855314726,2.3737266784860154,0.5821401977961118,2.2651917041955407,0.5219247800534788,2.281809614703576
0.5782948158215677,2.5578019948826523,0.5850005741932718,2.2990546161741676,0.5286795999279861,2.3494148442449507,0.5926426798724411,2.234801911394211,0.532666025557061,2.249972688911697
0.5887922698766723,2.5812455493293918,0.6060055113135583,2.2385644571696126,0.5391815143244998,2.325103010003879,0.6031453241430036,2.2026755590042306,0.5430100280988053,2.2130949165361145
0.5992911836798742,2.5890600674783073,0.6184174520309791,2.2035438387985558,0.5496835098181299,2.2999228959684928,0.6136478873164495,2.171417486408572,0.553512429078018,2.1835734035291097
0.6097950444071847,2.5439095181734714,0.6322614596968461,2.1653395278483067,0.5601855864088767,2.2738745021387814,0.6241505315870117,2.139291134018599,0.5640145056687649,2.157525009699391
0.6202993106200776,2.494417569897017,0.6984891186939135,1.8938160321662032,0.5704969712398127,2.245568580843827,0.6346531758575742,2.107164781628615,0.5745167444537445,2.1297400562810367
0.6308038201243202,2.4423207822375907,0.7081722534313268,1.8762023563384922,0.5815081268698703,2.219462301694488,0.6451545225742723,2.088930905947816,0.5850188210444913,2.1036916624513218
0.64130816743433,2.391960554166811,0.718674086730724,1.8527588018917527,0.5936015992106742,2.18762537590262,0.6556557881938536,2.0715653100613416,0.5955211409265875,2.075038429238635
0.6518119470645236,2.3476782846563005,0.7291768931955194,1.8188958899131222,0.6413329020548717,2.1271352168980613,0.6661571349105515,2.0533314343805458,0.6060221632548193,2.0602776727351326
0.6623145102379695,2.3164202120606454,0.7396796996603148,1.7850329779344953,0.6507440949899526,2.1012108630389683,0.676658562724366,2.0342292789054213,0.6165224557090023,2.0533314343805458
0.6728172356056485,2.2834255798763436,0.7501825061251102,1.7511700659558684,0.7033966064330575,1.909196988522794,0.6871596661497141,2.01860024260759,0.6270232347458846,2.041175517260008
0.6833197987790944,2.252167507280685,0.7606853125899058,1.717307153977245,0.7138956824304923,1.9152749470830663,0.6976604451865964,2.0064443254870596,0.6375235272000677,2.0342292789054213
0.6938223619525401,2.22090943468503,0.7711881190547012,1.6834442419986182,0.7243960559817919,1.9074604289341508,0.7052968740676084,2.0029712063097627,0.6480243062369497,2.022073361784887
0.7043267092625498,2.1705492066142504,0.7816910066166132,1.6487130502256662,0.7331779329755326,1.9036399978391252,0.7224841103624604,1.9387185015298058,0.6585254907594147,2.005576045692738
