X_D_0125,,X_D_05,,X_D_1,,X_D_2,,X_D_3,
X,Y,X,Y,X,Y,X,Y,X,Y
0.008349703575729617,6.843657963353451,0.013605405741504484,8.457995127669463,0.013457130055390398,11.625163783065943,0.011417502923450396,14.31298660454167,0.015156792130450292,16.198994576549914
0.017503987265122256,6.941519216720131,0.024133795502307265,8.403959779118395,0.023982010815366106,11.646080692182487,0.02194164924139247,14.349591195495613,0.025679061540973214,16.27568990997724
0.02802152360476201,7.119312944210741,0.034662022053769226,8.353410582086752,0.03450713638935288,11.6617683740199,0.03246604037334577,14.380966559170432,0.036201167742155316,16.355871394923994
0.03853905994440182,7.29710667170135,0.04519057502391288,8.29588908201626,0.04503250677735099,11.672226828578168,0.04299018669128779,14.417571150124374,0.04672335554800783,16.434309804111024
0.049056596284041576,7.474900399191959,0.05571292603910616,8.37084133968387,0.05555730593265623,11.694886813454417,0.05351196647378831,14.504724938109973,0.05724423767913395,16.540637425453447
0.059574132623681386,7.652694126682576,0.06623046237874591,8.54863506717448,0.06608210508796147,11.71754679833068,0.06402999244145047,14.672060211042314,0.06776454857756731,16.65916657711385
0.0700916689633212,7.830487854173185,0.07674816192772654,8.722942643145664,0.07660682263859636,11.741949858966642,0.07454777359510151,14.844624711253786,0.07828494108067102,16.77595265301455
0.08060920530296095,8.008281581663802,0.08726577987203671,8.898993294876568,0.08713137697989037,11.769839071122028,0.08506555474875249,15.017189211465265,0.08880517037443397,16.896224880434673
0.09112682324727117,8.184332233394699,0.09778307139766534,9.082016249646315,0.09765568650717327,11.80295751055656,0.09558349911174424,15.186267560157319,0.0993256444822081,17.01126788057565
0.10164435958691093,8.362125960885308,0.10829718034114832,9.333019159044824,0.10817314124214261,11.982494313806882,0.10609948496264648,15.39717972708246,0.10984587377597105,17.131540107995775
0.11216189592655074,8.539919688375917,0.11881031002858666,9.604938977559875,0.11868822944167051,12.212580314088846,0.11661424674349269,15.634238030403267,0.120366103069734,17.25181233541589
0.12267951387086096,8.715970340106821,0.1293236029253657,9.873372644555502,0.12920339924586877,12.440923238611106,0.1271293349430206,15.864324030685232,0.13088616915415613,17.37557071435544
0.13319696860583036,8.895507143357143,0.139836732612804,10.145292463070561,0.13971865065473738,12.667523087373652,0.13764425993320756,16.097896182486636,0.14140623523857826,17.499329093294982
0.14371458655014052,9.071557795088047,0.15034896464886788,10.436386114942444,0.15023333083091323,12.90632446645418,0.14815918492339464,16.33146833428802,0.15192556688096687,17.63877515407193
0.15183465927814294,9.360908371200217,0.1603776971732877,10.835376156340494,0.16074621570434028,13.18347351224837,0.15867427312292248,16.56155433456999,0.16244245038324345,17.830513487640232
0.1570778409559167,9.782732705050492,0.17040657658611424,11.231228661371063,0.17125918218243774,13.458879482282839,0.16918936132245027,16.791640334851955,0.17295908907150886,18.02748104848768
0.16231922733094167,10.242904705614428,0.18043410136141225,11.656016224012845,0.18177133261383127,13.751716209914441,0.17970444952197817,17.021726335133927,0.18347572775977422,18.224448609335127
0.16756133182706617,10.687737639492894,0.19046239322061187,12.064418874513343,0.19228372785923598,14.039323710266899,0.19021945611683555,17.253555411175604,0.1939924480527101,18.419673094422855
0.1732821153303763,11.127640159079618,0.20096850490639584,12.486243208363618,0.20279538866260705,14.34261889245677,0.20073446271169293,17.48538448721728,0.2045095763689978,18.60618220071202
0.17899525597341298,11.730794174104489,0.21147461659217992,12.908067542213892,0.21330525416322943,14.684261741360295,0.21124922449253924,17.722442790538103,0.21502727591797854,18.78048977668322
0.18423987389338575,12.121940374583836,0.22150263915596724,13.322222342721432,0.22381503805918135,15.027647666023533,0.22176398627338545,17.95950109385892,0.22554505707162942,18.95305427689469
0.1894819783895103,12.566773308462302,0.2310530214234452,13.719120693207834,0.2343247403504628,15.37277666644649,0.23227874805423165,18.196559397179733,0.23606259341126923,19.1308480043853
0.19424778906638696,12.965589042284385,0.2410809542220952,14.135192877051054,0.24483444264174448,15.717905666869441,0.24279334662573726,18.437103852019973,0.24658045616959057,19.301669428837066
0.20187953944672465,13.46585178532169,0.2515881267685943,14.53435722602508,0.2553434104909923,16.078722349129805,0.2533082716159243,18.670676003821363,0.25709823732324166,19.474233929048545
0.21239022099405103,13.790063876628103,0.26209872671125023,14.8603123930912,0.26585156229353624,16.456969788987273,0.26382311500144084,18.905991231382473,0.26761642650024453,19.63808305046146
0.22290212661143338,14.08812983153883,0.2726095714679174,15.181038332878181,0.2763597140960802,16.835217228844755,0.27433787678228716,19.14304953470328,0.2781344524679067,19.805418323393795
0.23341378741480434,14.3914250137287,0.2831206610385957,15.496535045386032,0.2868677842939539,17.215207744461942,0.284853373005167,19.36442015618669,0.28865247843556896,19.972753596326136
0.24392577463685716,14.68774789287972,0.2936318322139444,15.810288682134171,0.2973759360964978,17.593455184319424,0.2953695220654099,19.571846171592405,0.2991700963798791,20.148804248057033
0.25443637457951307,15.013703059945847,0.30318366795127405,16.176140916589247,0.30740293860190515,18.02939843182336,0.30550144369554866,19.810647550672932,0.3096855109980885,20.37191794530016
0.2649460768707945,15.358832060368798,0.3117768845582468,16.578791417082698,0.31695134603635955,18.468479215694785,0.31639618946363857,20.106970429823953,0.32020019117426435,20.610719324380682
0.2754555343480649,15.709190288070879,0.32084706323604617,17.01318526391134,0.32649984323595116,18.90564261623053,0.3269096455697583,20.37191794530016,0.330715034559781,20.84603455194179
0.2859651550346761,16.056062364253542,0.33039466278426366,17.469522497803908,0.3355711290171123,19.31638873525241,0.33742122476845904,20.676956203249738,0.34122995954996804,21.07960670374318
